player,season,fg3_per_g,fg3a_per_g,fg3_pct,champion
Tom Gugliotta,1999,0.0,0.0,0.0,False
Derek Harper,1999,0.1,1.4,0.1,False
Anfernee Hardaway,1999,1.5,3.3,0.462,False
Tim Hardaway,1999,1.0,5.0,0.2,False
Armen Gilliam,1999,0.0,0.0,0.0,False
Matt Harpring,1999,0.3,1.3,0.2,False
Brian Grant,1999,0.0,0.0,0.0,False
Greg Foster,1999,0.0,0.0,0.0,False
Matt Geiger,1999,0.0,0.1,0.0,False
Chris Gatling,1999,0.0,0.0,0.0,False
Pat Garrity,1999,1.0,1.0,1.0,False
Dean Garrett,1999,0.0,0.0,0.0,False
Kevin Garnett,1999,0.0,0.5,0.0,False
Lawrence Funderburke,1999,0.0,0.0,0.0,False
Todd Fuller,1999,0.0,0.0,0.0,False
Rick Fox,1999,0.5,2.6,0.19,False
Derek Fisher,1999,1.3,3.6,0.345,False
Michael Hawkins,1999,0.0,0.5,0.0,False
Othella Harrington,1999,0.0,0.0,0.0,False
Jerome Kersey,1999,0.1,0.3,0.25,True
Alan Henderson,1999,0.0,0.0,0.0,False
Jaren Jackson,1999,1.8,5.1,0.36,True
Sean Elliott,1999,1.3,3.2,0.4,True
Adam Keefe,1999,0.0,0.0,0.0,False
Larry Johnson,1999,1.2,4.1,0.293,False
Ervin Johnson,1999,0.0,0.0,0.0,False
Avery Johnson,1999,0.1,0.2,0.333,True
Anthony Johnson,1999,0.1,0.2,0.5,False
Jerome James,1999,0.0,0.0,0.0,False
Mark Jackson,1999,1.1,2.6,0.412,False
Jim Jackson,1999,0.4,1.4,0.278,False
Bobby Jackson,1999,0.0,0.8,0.0,False
Grant Hill,1999,0.0,0.2,0.0,False
Allen Iverson,1999,1.9,6.6,0.283,False
Lindsey Hunter,1999,0.6,2.2,0.273,False
Larry Hughes,1999,0.0,0.9,0.0,False
Allan Houston,1999,0.5,1.8,0.25,False
Robert Horry,1999,0.6,1.5,0.417,False
Jeff Hornacek,1999,0.6,1.6,0.389,False
Jerald Honeycutt,1999,0.0,0.5,0.0,False
Fred Hoiberg,1999,0.0,0.0,0.0,False
Tyrone Hill,1999,0.0,0.0,0.0,False
Patrick Ewing,1999,0.0,0.0,0.0,False
Nick Anderson,1999,2.8,10.5,0.262,False
Mario Elie,1999,0.5,1.8,0.267,True
Charles Barkley,1999,0.5,1.8,0.286,False
Jud Buechler,1999,0.4,1.6,0.25,False
Kobe Bryant,1999,1.0,2.9,0.348,False
Rick Brunson,1999,0.0,0.0,0.0,False
P.J. Brown,1999,0.0,0.2,0.0,False
Gerald Brown,1999,0.0,0.0,0.0,False
Terrell Brandon,1999,0.8,1.3,0.6,False
Mookie Blaylock,1999,2.0,5.7,0.353,False
Travis Best,1999,0.2,0.9,0.2,False
Jon Barry,1999,1.0,3.8,0.263,False
Tariq Abdul-Wahad,1999,0.0,0.2,0.0,False
Marcus Camby,1999,0.0,0.1,0.0,False
Thurl Bailey,1999,0.0,0.0,0.0,False
Isaac Austin,1999,0.0,0.5,0.0,False
Stacey Augmon,1999,0.0,0.1,0.0,False
Keith Askins,1999,0.0,0.8,0.0,False
Darrell Armstrong,1999,2.3,6.0,0.375,False
B.J. Armstrong,1999,0.0,0.0,0.0,False
Greg Anthony,1999,0.6,2.4,0.258,False
Shandon Anderson,1999,0.5,1.3,0.429,False
Ray Allen,1999,3.0,6.3,0.474,False
Matt Bullard,1999,0.5,0.5,1.0,False
Antoine Carr,1999,0.0,0.0,0.0,False
Howard Eisley,1999,0.5,2.2,0.208,False
Antonio Davis,1999,0.0,0.0,0.0,False
Tim Duncan,1999,0.0,0.2,0.0,True
Joe Dumars,1999,2.0,3.8,0.526,False
Chris Dudley,1999,0.0,0.0,0.0,False
Bryce Drew,1999,0.0,0.0,0.0,False
Michael Doleac,1999,0.0,0.3,0.0,False
Vlade Divac,1999,0.2,1.0,0.2,False
Michael Dickerson,1999,0.8,2.0,0.375,False
Bison Dele,1999,0.0,0.0,0.0,False
Dale Davis,1999,0.0,0.0,0.0,False
Antonio Daniels,1999,0.3,0.4,0.667,True
Sam Cassell,1999,0.0,0.3,0.0,False
Michael Curry,1999,0.0,0.3,0.0,False
Dell Curry,1999,0.3,2.7,0.125,False
Austin Croshere,1999,0.0,0.0,0.0,False
Chris Crawford,1999,0.7,2.3,0.286,False
Tyrone Corbin,1999,0.7,2.6,0.261,False
Chris Childs,1999,0.5,1.4,0.321,False
Rex Chapman,1999,0.7,2.0,0.333,False
Duane Causwell,1999,0.0,0.0,0.0,False
Kelvin Cato,1999,0.0,0.0,0.0,False
Steve Kerr,1999,0.3,1.2,0.231,True
Charlie Ward,1999,0.9,2.8,0.321,False
Jason Kidd,1999,1.3,5.3,0.25,False
Malik Rose,1999,0.0,0.0,0.0,True
Eric Snow,1999,0.4,1.6,0.231,False
Rik Smits,1999,0.0,0.0,0.0,False
Steve Smith,1999,1.0,3.7,0.273,False
Joe Smith,1999,0.0,0.0,0.0,False
Jeff Sheppard,1999,0.0,0.0,0.0,False
Malik Sealy,1999,0.0,0.0,0.0,False
Danny Schayes,1999,0.0,0.0,0.0,False
Arvydas Sabonis,1999,0.1,0.4,0.2,False
Bryon Russell,1999,0.8,3.3,0.25,False
Jalen Rose,1999,0.6,1.8,0.348,False
John Stockton,1999,0.4,1.1,0.333,False
Sean Rooks,1999,0.0,0.0,0.0,False
James Robinson,1999,0.3,0.8,0.333,False
Glenn Robinson,1999,1.3,2.7,0.5,False
David Robinson,1999,0.0,0.0,0.0,True
Clifford Robinson,1999,0.7,3.0,0.222,False
Stanley Roberts,1999,0.0,0.0,0.0,False
Isaiah Rider,1999,0.8,2.0,0.423,False
Glen Rice,1999,1.4,4.0,0.357,False
J.R. Reid,1999,0.0,0.0,0.0,False
Latrell Sprewell,1999,0.2,1.3,0.16,False
Peja Stojaković,1999,0.6,2.8,0.214,False
Theo Ratliff,1999,0.0,0.0,0.0,False
Chris Webber,1999,0.4,1.4,0.286,False
Gerard King,1999,0.0,0.0,0.0,True
Haywoode Workman,1999,0.0,1.0,0.0,False
Corliss Williamson,1999,0.0,0.0,0.0,False
Walt Williams,1999,1.0,2.5,0.406,False
Jerome Williams,1999,0.0,0.0,0.0,False
Jason Williams,1999,1.8,5.8,0.31,False
Herb Williams,1999,0.0,0.0,0.0,False
Dominique Wilkins,1999,0.0,0.0,0.0,False
Mark West,1999,0.0,0.0,0.0,False
Clarence Weatherspoon,1999,0.0,0.0,0.0,False
Damon Stoudamire,1999,0.8,1.7,0.455,False
Rex Walters,1999,0.0,0.7,0.0,False
Rasheed Wallace,1999,0.1,0.7,0.111,False
Loy Vaught,1999,0.0,0.0,0.0,False
Jacque Vaughn,1999,0.5,0.5,1.0,False
Robert Traylor,1999,0.0,0.0,0.0,False
Tim Thomas,1999,0.0,0.7,0.0,False
Kurt Thomas,1999,0.0,0.0,0.0,False
Derek Strong,1999,0.0,0.0,0.0,False
Mark Strickland,1999,0.0,0.0,0.0,False
Don Reid,1999,0.0,0.0,0.0,False
Jerry Stackhouse,1999,0.4,1.6,0.25,False
Brent Price,1999,1.3,3.5,0.357,False
Sam Mack,1999,2.5,6.5,0.385,False
Roshown McLeod,1999,0.0,0.0,0.0,False
Aaron McKie,1999,0.0,0.2,0.0,False
Derrick McKey,1999,0.0,0.3,0.0,False
George McCloud,1999,3.0,6.7,0.45,False
Vernon Maxwell,1999,2.2,7.0,0.314,False
Jamal Mashburn,1999,1.2,2.8,0.429,False
Danny Manning,1999,0.0,0.0,0.0,False
Karl Malone,1999,0.0,0.1,0.0,False
Rick Mahorn,1999,0.0,0.0,0.0,False
George Lynch,1999,0.3,0.8,0.333,False
Sam Mitchell,1999,0.3,1.5,0.167,False
Tyronn Lue,1999,0.0,0.7,0.0,False
Luc Longley,1999,0.0,0.0,0.0,False
Grant Long,1999,0.1,0.4,0.25,False
Randy Livingston,1999,0.0,0.3,0.0,False
Voshon Lenard,1999,2.3,3.5,0.643,False
Christian Laettner,1999,0.0,0.0,0.0,False
Travis Knight,1999,0.0,0.0,0.0,False
Joe Kleine,1999,0.0,0.0,0.0,False
Terry Porter,1999,0.6,2.4,0.25,False
Reggie Miller,1999,2.2,6.5,0.333,False
Dan Majerle,1999,1.0,4.4,0.227,False
Cuttino Mobley,1999,1.0,1.8,0.571,False
Shaquille O'Neal,1999,0.0,0.0,0.0,False
Scottie Pippen,1999,1.5,5.5,0.273,False
Sam Perkins,1999,0.8,1.8,0.458,False
Will Perdue,1999,0.0,0.0,0.0,True
Anthony Peeler,1999,1.3,3.3,0.385,False
Ruben Patterson,1999,0.0,0.0,0.0,False
Andrae Patterson,1999,0.0,0.0,0.0,False
Bo Outlaw,1999,0.0,0.0,0.0,False
Greg Ostertag,1999,0.0,0.0,0.0,False
Hakeem Olajuwon,1999,0.0,0.0,0.0,False
Scot Pollard,1999,0.0,0.0,0.0,False
Jermaine O'Neal,1999,0.0,0.0,0.0,False
Charles O'Bannon,1999,0.0,0.0,0.0,False
Rasho Nesterović,1999,0.0,0.0,0.0,False
Dikembe Mutombo,1999,0.0,0.0,0.0,False
Chris Mullin,1999,1.7,4.2,0.4,False
Alonzo Mourning,1999,0.0,0.0,0.0,False
Chris Morris,1999,1.0,1.0,1.0,False
Eric Montross,1999,0.0,0.0,0.0,False
Nazr Mohammed,1999,0.0,0.0,0.0,False
Tom Hammonds,1998,0.0,0.0,0.0,False
Matt Geiger,1998,0.0,0.0,0.0,False
Kendall Gill,1998,0.0,0.0,0.0,False
Brian Grant,1998,0.0,0.0,0.0,False
Gary Grant,1998,0.3,1.0,0.25,False
Lucious Harris,1998,0.0,0.7,0.0,False
Tim Hardaway,1998,3.4,7.8,0.436,False
Ron Harper,1998,0.2,0.9,0.263,True
Othella Harrington,1998,0.0,0.3,0.0,False
Chris Gatling,1998,0.0,0.0,0.0,False
Reggie Geary,1998,0.1,0.6,0.25,False
Derek Fisher,1998,0.5,1.5,0.3,False
Kevin Garnett,1998,0.0,0.0,0.0,False
Rick Fox,1998,1.6,4.1,0.396,False
Greg Foster,1998,0.1,0.1,0.5,False
Alan Henderson,1998,0.0,0.3,0.0,False
Danny Ferry,1998,0.0,0.7,0.0,False
Patrick Ewing,1998,0.0,0.0,0.0,False
Brian Evans,1998,0.0,0.0,0.0,False
Dale Ellis,1998,1.1,2.6,0.423,False
Mario Elie,1998,0.6,1.8,0.333,False
Howard Eisley,1998,0.4,1.4,0.296,False
Hersey Hawkins,1998,1.7,4.3,0.395,False
Jason Kidd,1998,0.0,1.8,0.0,False
Cedric Henderson,1998,0.0,0.3,0.0,False
Larry Johnson,1998,0.3,1.3,0.2,False
Chris Dudley,1998,0.0,0.0,0.0,False
Jerome Kersey,1998,0.0,0.3,0.0,False
Steve Kerr,1998,0.9,2.0,0.463,True
Shawn Kemp,1998,0.0,0.0,0.0,False
Adam Keefe,1998,0.0,0.0,0.0,False
Reggie Jordan,1998,0.5,0.5,1.0,False
Michael Jordan,1998,0.6,2.0,0.302,True
Eddie Jones,1998,1.5,3.7,0.417,False
Charles Jones,1998,0.0,0.0,0.0,False
Kevin Johnson,1998,0.3,1.0,0.25,False
Carl Herrera,1998,0.0,0.0,0.0,False
Eddie Johnson,1998,0.6,2.0,0.3,False
Avery Johnson,1998,0.0,0.2,0.0,False
Mark Jackson,1998,0.9,2.3,0.378,False
Jaren Jackson,1998,2.0,6.6,0.305,False
Zydrunas Ilgauskas,1998,0.0,0.0,0.0,False
Allan Houston,1998,0.9,2.3,0.391,False
Robert Horry,1998,0.5,1.3,0.353,False
Jeff Hornacek,1998,0.7,1.5,0.467,False
Fred Hoiberg,1998,0.5,1.0,0.5,False
Tim Duncan,1998,0.0,0.1,0.0,False
Derek Anderson,1998,0.0,0.0,0.0,False
Clyde Drexler,1998,1.0,5.2,0.192,False
Jon Barry,1998,0.0,0.7,0.0,False
Mike Brown,1998,0.0,0.0,0.0,False
Chucky Brown,1998,0.3,0.5,0.5,False
Scott Brooks,1998,0.0,0.0,0.0,False
Anthony Bowie,1998,0.0,0.0,0.0,False
Corie Blount,1998,0.0,0.0,0.0,False
Mookie Blaylock,1998,2.0,6.8,0.296,False
Travis Best,1998,0.3,1.1,0.278,False
Mario Bennett,1998,0.0,0.0,0.0,False
Corey Beck,1998,0.2,0.3,0.5,False
Drew Barry,1998,0.0,0.5,0.0,False
Randy Brown,1998,0.0,0.0,0.0,True
Charles Barkley,1998,0.0,0.5,0.0,False
Vin Baker,1998,0.0,0.0,0.0,False
Stacey Augmon,1998,0.0,0.0,0.0,False
Keith Askins,1998,0.3,1.3,0.2,False
B.J. Armstrong,1998,0.2,0.6,0.4,False
Greg Anthony,1998,0.6,2.1,0.263,False
Shandon Anderson,1998,0.2,0.6,0.273,False
Greg Anderson,1998,0.0,0.0,0.0,False
Toni Kukoč,1998,1.1,2.9,0.377,True
P.J. Brown,1998,0.0,0.0,0.0,False
Kobe Bryant,1998,0.3,1.3,0.214,False
Sherman Douglas,1998,0.7,1.7,0.4,False
Marty Conlon,1998,0.0,0.0,0.0,False
Vlade Divac,1998,0.0,0.1,0.0,False
Vinny Del Negro,1998,0.2,1.1,0.2,False
Dale Davis,1998,0.0,0.0,0.0,False
Antonio Davis,1998,0.0,0.0,0.0,False
Dell Curry,1998,0.4,1.8,0.25,False
Bill Curley,1998,0.0,0.0,0.0,False
Terry Cummings,1998,0.0,0.0,0.0,False
Chris Crawford,1998,0.0,0.0,0.0,False
Tyrone Corbin,1998,0.3,1.5,0.167,False
Chris Childs,1998,0.4,1.3,0.308,False
Mark Bryant,1998,0.0,0.0,0.0,False
Rex Chapman,1998,0.0,2.5,0.0,False
Duane Causwell,1998,0.0,0.0,0.0,False
Kelvin Cato,1998,0.0,0.3,0.0,False
Sam Cassell,1998,0.0,0.0,0.0,False
Antoine Carr,1998,0.0,0.0,0.0,False
Elden Campbell,1998,0.0,0.0,0.0,False
Scott Burrell,1998,0.3,1.0,0.3,True
Matt Bullard,1998,0.6,2.0,0.3,False
Jud Buechler,1998,0.2,0.3,0.6,True
Kerry Kittles,1998,1.7,4.3,0.385,False
Brevin Knight,1998,0.0,0.0,0.0,False
David Wingate,1998,0.0,0.0,0.0,False
Bryon Russell,1998,1.2,3.2,0.365,False
John Starks,1998,2.5,5.9,0.424,False
Rik Smits,1998,0.0,0.1,0.0,False
Steve Smith,1998,2.5,5.0,0.5,False
Dickey Simpkins,1998,0.0,0.0,0.0,True
Rony Seikaly,1998,0.0,0.0,0.0,False
Shawnelle Scott,1998,0.0,0.0,0.0,False
Dennis Scott,1998,0.8,2.0,0.375,False
Detlef Schrempf,1998,0.2,1.4,0.143,False
Arvydas Sabonis,1998,0.3,0.5,0.5,False
Donald Royal,1998,0.0,0.0,0.0,False
Mark Strickland,1998,0.0,0.0,0.0,False
Malik Rose,1998,0.0,0.0,0.0,False
Jalen Rose,1998,0.4,1.1,0.375,False
Sean Rooks,1998,0.0,0.0,0.0,False
Dennis Rodman,1998,0.0,0.2,0.25,True
David Robinson,1998,0.0,0.0,0.0,False
Clifford Robinson,1998,0.0,0.3,0.0,False
Stanley Roberts,1998,0.0,0.0,0.0,False
Isaiah Rider,1998,0.3,2.8,0.091,False
Glen Rice,1998,1.2,4.0,0.306,False
Damon Stoudamire,1998,2.0,5.5,0.364,False
Bob Sura,1998,0.0,0.7,0.0,False
J.R. Reid,1998,0.0,0.1,0.0,False
Aaron Williams,1998,0.0,0.0,0.0,False
Christian Laettner,1998,0.0,0.8,0.0,False
Kevin Willis,1998,0.0,0.2,0.0,False
Walt Williams,1998,2.0,3.8,0.533,False
Travis Williams,1998,0.0,0.0,0.0,False
Monty Williams,1998,0.0,0.0,0.0,False
Micheal Williams,1998,0.3,0.5,0.5,False
Jayson Williams,1998,0.0,0.0,0.0,False
Hot Rod Williams,1998,0.0,0.0,0.0,False
Buck Williams,1998,0.0,0.0,0.0,False
DeJuan Wheat,1998,0.0,0.0,0.0,False
Carl Thomas,1998,0.0,0.0,0.0,False
Mark West,1998,0.0,0.0,0.0,False
David Wesley,1998,1.0,2.3,0.429,False
Bill Wennington,1998,0.0,0.0,0.0,True
Charlie Ward,1998,0.9,2.1,0.429,False
Rasheed Wallace,1998,1.0,1.3,0.8,False
Jacque Vaughn,1998,0.1,0.3,0.5,False
David Vaughn,1998,0.0,0.0,0.0,False
Keith Van Horn,1998,0.0,0.7,0.0,False
Nick Van Exel,1998,1.7,5.4,0.314,False
Rodrick Rhodes,1998,0.0,0.0,0.0,False
John Stockton,1998,0.5,1.3,0.346,False
Eldridge Recasner,1998,1.8,3.0,0.583,False
Alonzo Mourning,1998,0.0,0.0,0.0,False
Sam Mitchell,1998,0.6,2.8,0.214,False
Terry Mills,1998,0.5,2.0,0.25,False
Chris Mills,1998,0.4,1.1,0.4,False
Reggie Miller,1998,2.4,5.9,0.4,False
Anthony Miller,1998,0.0,0.0,0.0,False
Marko Milič,1998,0.0,0.0,0.0,False
Nate McMillan,1998,0.3,1.7,0.167,False
Derrick McKey,1998,0.2,0.7,0.3,False
Jim McIlvaine,1998,0.0,0.2,0.0,False
Antonio McDyess,1998,0.0,0.0,0.0,False
George McCloud,1998,3.0,5.3,0.571,False
Anthony Mason,1998,0.0,0.1,0.0,False
Jamal Mashburn,1998,0.8,2.2,0.364,False
Stephon Marbury,1998,1.4,5.0,0.28,False
Matt Maloney,1998,1.0,4.0,0.25,False
Karl Malone,1998,0.0,0.2,0.0,False
Dan Majerle,1998,1.0,3.0,0.333,False
Luc Longley,1998,0.0,0.0,0.0,True
Brad Lohaus,1998,0.0,0.0,0.0,False
Alton Lister,1998,0.0,0.0,0.0,False
Brent Price,1998,1.0,2.6,0.385,False
Chris Morris,1998,0.4,1.4,0.304,False
Voshon Lenard,1998,1.8,5.2,0.346,False
Chris Mullin,1998,1.3,3.3,0.385,False
Gary Payton,1998,1.9,5.0,0.38,False
Vitaly Potapenko,1998,0.0,0.0,0.0,False
Terry Porter,1998,2.0,5.0,0.4,False
Mark Pope,1998,0.0,0.1,0.0,False
Scottie Pippen,1998,0.9,3.8,0.228,True
Bobby Phills,1998,0.6,1.9,0.294,False
Chuck Person,1998,1.6,4.4,0.35,False
Sam Perkins,1998,1.0,2.4,0.417,False
Will Perdue,1998,0.0,0.0,0.0,False
Anthony Peeler,1998,3.0,6.2,0.484,False
Wesley Person,1998,1.8,4.8,0.368,False
Cherokee Parks,1998,0.0,0.0,0.0,False
Hakeem Olajuwon,1998,0.0,0.2,0.0,False
Charles Oakley,1998,0.0,0.0,0.0,False
Shaquille O'Neal,1998,0.0,0.0,0.0,False
Jermaine O'Neal,1998,0.0,1.0,0.0,False
Steve Nash,1998,0.3,1.3,0.2,False
Dikembe Mutombo,1998,0.0,0.0,0.0,False
Eric Murdock,1998,0.4,1.8,0.222,False
Greg Ostertag,1998,0.0,0.0,0.0,False
Jeff Hornacek,1997,1.0,2.7,0.358,False
Hersey Hawkins,1997,2.3,4.9,0.458,False
Shane Heal,1997,1.0,1.0,1.0,False
Alan Henderson,1997,0.0,0.0,0.0,False
Grant Hill,1997,0.0,0.0,0.0,False
Stephen Howard,1997,0.0,0.0,0.0,False
Robert Horry,1997,1.3,3.1,0.429,False
Allan Houston,1997,2.9,5.8,0.5,False
Juwan Howard,1997,0.0,0.0,0.0,False
Ron Harper,1997,1.1,3.2,0.344,True
Othella Harrington,1997,0.0,0.0,0.0,False
Greg Foster,1997,0.1,0.4,0.25,False
Tim Hardaway,1997,2.5,7.9,0.313,False
Anfernee Hardaway,1997,2.2,6.0,0.367,False
Darrin Hancock,1997,0.0,0.2,0.0,False
Tom Gugliotta,1997,1.0,1.3,0.75,False
Harvey Grant,1997,0.0,0.3,0.0,False
Greg Graham,1997,0.2,0.7,0.25,False
Matt Geiger,1997,0.0,0.0,0.0,False
Dean Garrett,1997,0.0,0.0,0.0,False
Kevin Garnett,1997,0.3,0.3,1.0,False
Jaren Jackson,1997,0.0,0.0,0.0,False
Lindsey Hunter,1997,2.4,5.8,0.414,False
Steve Kerr,1997,0.8,2.2,0.381,True
Henry James,1997,0.3,0.8,0.333,False
Travis Knight,1997,0.0,0.0,0.0,False
Rick Mahorn,1997,0.0,0.0,0.0,False
Luc Longley,1997,0.0,0.0,0.0,True
Grant Long,1997,0.0,0.4,0.0,False
Randy Livingston,1997,0.5,0.5,1.0,False
Voshon Lenard,1997,2.1,5.4,0.396,False
Tim Legler,1997,0.0,0.3,0.0,False
Priest Lauderdale,1997,0.0,0.0,0.0,False
Christian Laettner,1997,0.4,2.1,0.19,False
Toni Kukoč,1997,1.0,2.8,0.358,True
Jason Kidd,1997,1.6,4.4,0.364,False
Eddie Johnson,1997,0.9,2.9,0.298,False
Jerome Kersey,1997,0.0,0.1,0.0,False
Patrick Ewing,1997,0.0,0.1,0.0,False
Shawn Kemp,1997,0.2,0.8,0.2,False
Adam Keefe,1997,0.0,0.0,0.0,False
Michael Jordan,1997,0.7,3.5,0.194,True
Eddie Jones,1997,1.0,2.7,0.375,False
Charles Jones,1997,0.0,0.0,0.0,False
Larry Johnson,1997,0.7,1.9,0.353,False
Kevin Johnson,1997,0.6,4.4,0.136,False
Derek Fisher,1997,0.0,0.8,0.0,False
Karl Malone,1997,0.1,0.1,0.5,False
Brian Evans,1997,0.0,0.0,0.0,False
Jon Barry,1997,0.0,1.5,0.0,False
Mark Bryant,1997,0.0,0.0,0.0,False
Kobe Bryant,1997,0.7,2.6,0.261,False
Randy Brown,1997,0.0,0.0,0.0,True
P.J. Brown,1997,0.0,0.0,0.0,False
Mike Brown,1997,0.0,0.0,0.0,False
Scott Brooks,1997,0.0,0.0,0.0,False
Muggsy Bogues,1997,3.0,3.5,0.857,False
Corie Blount,1997,0.0,0.0,0.0,False
Mookie Blaylock,1997,2.8,8.5,0.329,False
Brent Barry,1997,1.7,3.7,0.455,False
Matt Bullard,1997,1.0,1.0,1.0,False
Charles Barkley,1997,0.7,2.4,0.289,False
Isaac Austin,1997,0.1,0.3,0.25,False
Stacey Augmon,1997,0.0,0.0,0.0,False
Keith Askins,1997,0.5,1.0,0.5,False
Kenny Anderson,1997,1.3,4.8,0.263,False
Darrell Armstrong,1997,1.2,3.6,0.333,False
Willie Anderson,1997,0.2,0.9,0.25,False
Shandon Anderson,1997,0.3,0.7,0.417,False
Nick Anderson,1997,0.8,3.0,0.267,False
Jud Buechler,1997,0.2,0.7,0.333,True
Mitchell Butler,1997,0.0,0.0,0.0,False
Mario Elie,1997,1.5,3.8,0.4,False
Dell Curry,1997,0.3,1.3,0.25,False
Howard Eisley,1997,0.5,1.0,0.474,False
Joe Dumars,1997,1.2,4.6,0.261,False
Chris Dudley,1997,0.0,0.0,0.0,False
Clyde Drexler,1997,2.4,6.4,0.373,False
Vlade Divac,1997,0.0,1.0,0.0,False
Tony Delk,1997,1.7,4.3,0.385,False
Bison Dele,1997,0.0,0.0,0.0,True
Terry Dehere,1997,0.0,0.5,0.0,False
Michael Curry,1997,0.0,0.0,0.0,False
Terry Cummings,1997,0.0,0.0,0.0,False
Jason Caffey,1997,0.0,0.0,0.0,True
John Crotty,1997,0.3,0.8,0.417,False
Tyrone Corbin,1997,1.3,3.7,0.351,False
Chris Childs,1997,0.9,2.6,0.346,False
Calbert Cheaney,1997,0.0,0.7,0.0,False
Rex Chapman,1997,4.4,9.6,0.458,False
Cedric Ceballos,1997,0.6,2.4,0.25,False
Chris Carr,1997,0.0,2.0,0.0,False
Antoine Carr,1997,0.0,0.0,0.0,False
Elden Campbell,1997,0.1,0.1,1.0,False
Dan Majerle,1997,1.5,4.4,0.338,False
Lorenzo Williams,1997,0.0,0.0,0.0,False
Matt Maloney,1997,2.7,6.8,0.398,False
Malik Sealy,1997,0.3,1.7,0.2,False
Mark Strickland,1997,0.0,0.0,0.0,False
John Stockton,1997,1.0,2.5,0.38,False
Larry Stewart,1997,0.3,0.5,0.5,False
John Starks,1997,1.4,4.6,0.317,False
Eric Snow,1997,0.3,0.5,0.5,False
Tony Smith,1997,0.0,0.5,0.0,False
Steve Smith,1997,1.8,5.5,0.327,False
Brian Shaw,1997,0.4,1.2,0.333,False
Rony Seikaly,1997,0.0,0.0,0.0,False
Dennis Scott,1997,0.6,2.2,0.273,False
Derek Strong,1997,0.0,0.2,0.0,False
Byron Scott,1997,0.5,1.4,0.364,False
Detlef Schrempf,1997,1.3,2.4,0.552,False
Danny Schayes,1997,0.0,0.0,0.0,False
Arvydas Sabonis,1997,0.5,2.0,0.25,False
Bryon Russell,1997,1.8,5.1,0.356,False
Donald Royal,1997,0.0,0.0,0.0,False
Malik Rose,1997,0.0,0.0,0.0,False
Sean Rooks,1997,0.0,0.0,0.0,False
Rodney Rogers,1997,0.7,3.3,0.2,False
Rod Strickland,1997,0.3,0.7,0.5,False
Otis Thorpe,1997,0.0,0.0,0.0,False
Rumeal Robinson,1997,0.0,0.5,0.0,False
Gerald Wilkins,1997,0.6,1.8,0.333,False
Danny Manning,1997,0.0,0.6,0.0,False
Lorenzen Wright,1997,0.0,0.0,0.0,False
Dontonio Wingfield,1997,0.0,0.0,0.0,False
David Wingate,1997,1.0,2.6,0.387,False
Kevin Willis,1997,0.0,0.1,0.0,False
Jerome Williams,1997,0.0,0.0,0.0,False
Hot Rod Williams,1997,0.0,0.0,0.0,False
Herb Williams,1997,0.0,0.0,0.0,False
Buck Williams,1997,0.0,0.0,0.0,False
Chris Whitney,1997,0.7,1.3,0.5,False
Wayman Tisdale,1997,0.0,0.0,0.0,False
Doug West,1997,0.0,0.7,0.0,False
Chris Webber,1997,1.7,3.7,0.455,False
Charlie Ward,1997,0.1,1.0,0.111,False
Rasheed Wallace,1997,0.5,1.3,0.4,False
John Wallace,1997,0.0,0.3,0.0,False
Stojko Vranković,1997,0.0,0.0,0.0,False
Loy Vaught,1997,0.3,1.0,0.333,False
Nick Van Exel,1997,1.3,4.9,0.273,False
Gary Trent,1997,0.0,0.3,0.0,False
Dennis Rodman,1997,0.2,0.8,0.25,True
Sedale Threatt,1997,0.6,1.9,0.3,False
James Robinson,1997,2.0,5.0,0.4,False
Nate McMillan,1997,0.0,0.7,0.0,False
Steve Nash,1997,0.3,1.0,0.25,False
Dikembe Mutombo,1997,0.0,0.0,0.0,False
Tracy Murray,1997,1.7,3.3,0.5,False
Lamond Murray,1997,0.7,2.7,0.25,False
Gheorghe Mureșan,1997,0.0,0.0,0.0,False
Alonzo Mourning,1997,0.2,0.5,0.375,False
Chris Morris,1997,0.4,1.3,0.32,False
Sam Mitchell,1997,0.0,0.0,0.0,False
Terry Mills,1997,1.8,5.2,0.346,False
Aaron McKie,1997,0.2,1.0,0.2,False
Jermaine O'Neal,1997,0.0,0.5,0.0,False
Jim McIlvaine,1997,0.0,0.0,0.0,False
Amal McCaskill,1997,0.0,0.0,0.0,False
Walter McCarty,1997,0.0,0.0,0.0,False
Anthony Mason,1997,0.0,0.0,0.0,False
Jamal Mashburn,1997,1.3,3.6,0.355,False
Darrick Martin,1997,1.7,3.0,0.556,False
Stephon Marbury,1997,2.0,6.7,0.3,False
Clifford Robinson,1997,0.8,4.0,0.188,False
Rich Manning,1997,0.0,0.0,0.0,False
Ivano Newbill,1997,0.0,0.0,0.0,False
Loren Meyer,1997,0.0,0.3,0.0,False
Terry Porter,1997,1.0,3.0,0.333,False
Eric Piatkowski,1997,0.7,1.7,0.4,False
Pooh Richardson,1997,0.0,0.5,0.0,False
Shaquille O'Neal,1997,0.0,0.0,0.0,False
Glen Rice,1997,2.0,5.3,0.375,False
Don Reid,1997,0.0,0.0,0.0,False
Eldridge Recasner,1997,0.4,1.1,0.364,False
Theo Ratliff,1997,0.0,0.0,0.0,False
Scottie Pippen,1997,2.1,5.9,0.345,True
Ed Pinckney,1997,0.0,0.0,0.0,False
